complaint_id,area_id,state,district,latitude,longitude,technology,coverage_status,last_updated,issue_type,network_type,status,reported_date,call_duration,signal_strength,dropped_call
CMP-00884,AREA-0022,Sabah,Sandakan,5.748431,115.861026,4G,Good,5/1/2026,Call Drop,Fiber,Resolved,19/12/2025,3216,2,0
CMP-00885,AREA-0012,Sarawak,Kuching,2.646347,113.882774,4G,Good,5/1/2026,Call Drop,Fiber,Submitted,12/10/2025,1224,0,0
CMP-00886,AREA-0021,Pahang,Temerloh,3.944721,102.650996,4G,Good,29/12/2025,Poor Coverage,5G,In Progress,23/12/2025,928,2,1
CMP-00887,AREA-0045,Perak,Taiping,4.794084,100.695799,Fiber,Moderate,11/1/2026,Poor Coverage,Fiber,In Progress,12/9/2025,2036,5,0
CMP-00888,AREA-0090,Johor,Batu Pahat,1.832184,102.860671,5G,Poor,27/12/2025,Service Outage,4G,In Progress,20/12/2025,2508,3,0
CMP-00889,AREA-0045,Perak,Taiping,4.579925,101.184021,Fiber,Moderate,11/1/2026,No Connectivity,4G,In Progress,11/11/2025,2779,3,1
CMP-00890,AREA-0012,Sarawak,Kuching,3.641333,112.294162,4G,Good,5/1/2026,Poor Coverage,4G,In Progress,16/10/2025,2799,0,1
CMP-00891,AREA-0013,Pahang,Kuantan,3.31891,103.746735,5G,Poor,22/12/2025,Service Outage,Fiber,Submitted,4/11/2025,924,2,0
CMP-00892,AREA-0022,Sabah,Sandakan,5.124047,116.094135,4G,Good,5/1/2026,Poor Coverage,5G,Submitted,17/9/2025,2956,2,1
CMP-00893,AREA-0023,Selangor,Hulu Langat,2.815154,101.517775,4G,Good,26/12/2025,Service Outage,5G,Submitted,21/9/2025,1581,2,0
CMP-00894,AREA-0013,Pahang,Kuantan,3.240209,102.666026,5G,Poor,22/12/2025,No Connectivity,4G,Submitted,3/9/2025,3324,4,0
CMP-00895,AREA-0000,Kedah,Sungai Petani,5.851664,100.443681,4G,Moderate,17/12/2025,Call Drop,Fiber,Resolved,25/12/2025,389,1,0
CMP-00896,AREA-0013,Pahang,Kuantan,3.078136,102.688146,5G,Poor,22/12/2025,Slow Speed,4G,In Progress,17/10/2025,1617,4,0
CMP-00897,AREA-0003,Penang,George Town,5.477898,100.246463,Fiber,Good,4/1/2026,Call Drop,Fiber,Resolved,24/10/2025,2930,1,0
CMP-00898,AREA-0041,Perak,Ipoh,4.748529,101.204691,5G,Moderate,20/12/2025,Poor Coverage,5G,In Progress,9/11/2025,255,2,0
CMP-00899,AREA-0039,Selangor,Petaling,3.275465,101.442417,5G,Moderate,3/1/2026,Slow Speed,4G,Submitted,28/10/2025,708,2,0
CMP-00900,AREA-0022,Sabah,Sandakan,4.117911,115.975104,4G,Good,5/1/2026,Poor Coverage,Fiber,In Progress,14/11/2025,1838,4,0
CMP-00901,AREA-0002,Sarawak,Miri,3.138113,112.820435,5G,Moderate,31/12/2025,Slow Speed,4G,Submitted,2/12/2025,1944,4,0
CMP-00902,AREA-0004,Johor,Johor Bahru,1.714845,103.939872,Fiber,Moderate,12/1/2026,No Connectivity,Fiber,In Progress,13/11/2025,2497,1,0
CMP-00903,AREA-0012,Sarawak,Kuching,3.970943,113.14458,4G,Good,5/1/2026,Poor Coverage,4G,In Progress,30/9/2025,9,3,0
CMP-00904,AREA-0022,Sabah,Sandakan,4.868456,116.103622,4G,Good,5/1/2026,Call Drop,Fiber,Submitted,21/9/2025,2871,1,0
CMP-00905,AREA-0023,Selangor,Hulu Langat,3.081397,101.557763,4G,Good,26/12/2025,Poor Coverage,5G,In Progress,2/12/2025,797,4,0
CMP-00906,AREA-0039,Selangor,Petaling,2.952149,101.804482,5G,Moderate,3/1/2026,Slow Speed,4G,Submitted,18/9/2025,3313,5,0
CMP-00907,AREA-0002,Sarawak,Miri,2.370883,113.459416,5G,Moderate,31/12/2025,Call Drop,Fiber,Resolved,15/10/2025,3322,4,1
CMP-00908,AREA-0013,Pahang,Kuantan,3.70527,102.963523,5G,Poor,22/12/2025,Service Outage,Fiber,Submitted,7/10/2025,876,5,0
CMP-00909,AREA-0001,Penang,Seberang Perai,5.232133,100.399049,4G,Good,2/1/2026,Slow Speed,4G,Resolved,1/12/2025,1028,0,0
CMP-00910,AREA-0039,Selangor,Petaling,3.063483,101.610428,5G,Moderate,3/1/2026,Service Outage,5G,Submitted,28/11/2025,3190,4,0
CMP-00911,AREA-0000,Kedah,Sungai Petani,6.351569,100.479377,4G,Moderate,17/12/2025,No Connectivity,5G,Submitted,24/9/2025,1015,0,0
CMP-00912,AREA-0045,Perak,Taiping,4.680559,101.488437,Fiber,Moderate,11/1/2026,Call Drop,Fiber,Submitted,25/10/2025,1824,3,0
CMP-00913,AREA-0001,Penang,Seberang Perai,5.484381,100.470802,4G,Good,2/1/2026,Slow Speed,Fiber,Resolved,16/10/2025,373,1,1
CMP-00914,AREA-0003,Penang,George Town,5.416657,100.368803,Fiber,Good,4/1/2026,Service Outage,5G,Submitted,26/9/2025,3136,5,0
CMP-00915,AREA-0000,Kedah,Sungai Petani,6.229215,100.360347,4G,Moderate,17/12/2025,Poor Coverage,5G,Submitted,31/10/2025,2193,1,0
CMP-00916,AREA-0002,Sarawak,Miri,1.614411,112.494308,5G,Moderate,31/12/2025,Call Drop,5G,Submitted,29/10/2025,223,0,0
CMP-00917,AREA-0045,Perak,Taiping,4.387985,101.214203,Fiber,Moderate,11/1/2026,No Connectivity,5G,In Progress,16/10/2025,1262,5,0
CMP-00918,AREA-0001,Penang,Seberang Perai,5.395179,100.473589,4G,Good,2/1/2026,Slow Speed,Fiber,Resolved,20/11/2025,2224,1,0
CMP-00919,AREA-0000,Kedah,Sungai Petani,5.510278,100.440163,4G,Moderate,17/12/2025,Poor Coverage,5G,Resolved,19/12/2025,1802,4,0
CMP-00920,AREA-0041,Perak,Ipoh,4.416999,100.59317,5G,Moderate,20/12/2025,No Connectivity,5G,Resolved,31/10/2025,852,2,0
CMP-00921,AREA-0021,Pahang,Temerloh,3.040389,103.552908,4G,Good,29/12/2025,Service Outage,5G,In Progress,25/10/2025,3353,0,0
CMP-00922,AREA-0001,Penang,Seberang Perai,5.339663,100.497802,4G,Good,2/1/2026,Service Outage,4G,In Progress,27/12/2025,62,1,0
CMP-00923,AREA-0001,Penang,Seberang Perai,5.314216,100.456557,4G,Good,2/1/2026,Call Drop,Fiber,Resolved,6/9/2025,1240,0,1
CMP-00924,AREA-0005,Kedah,Alor Setar,5.625952,100.435293,5G,Poor,3/1/2026,Service Outage,Fiber,In Progress,4/9/2025,2874,0,0
CMP-00925,AREA-0045,Perak,Taiping,4.119923,101.150907,Fiber,Moderate,11/1/2026,No Connectivity,4G,Submitted,12/9/2025,2842,5,0
CMP-00926,AREA-0001,Penang,Seberang Perai,5.421412,100.204859,4G,Good,2/1/2026,Slow Speed,Fiber,In Progress,21/11/2025,688,5,0
CMP-00927,AREA-0023,Selangor,Hulu Langat,2.881636,101.763817,4G,Good,26/12/2025,No Connectivity,5G,Submitted,1/12/2025,1484,2,0
CMP-00928,AREA-0002,Sarawak,Miri,4.424884,113.316984,5G,Moderate,31/12/2025,Service Outage,4G,In Progress,14/12/2025,1633,4,1
CMP-00929,AREA-0021,Pahang,Temerloh,3.461959,102.738042,4G,Good,29/12/2025,Slow Speed,4G,Resolved,20/10/2025,2152,0,0
CMP-00930,AREA-0004,Johor,Johor Bahru,1.660459,102.371657,Fiber,Moderate,12/1/2026,Slow Speed,4G,Resolved,4/9/2025,3170,1,0
CMP-00931,AREA-0003,Penang,George Town,5.250451,100.342414,Fiber,Good,4/1/2026,Service Outage,Fiber,Submitted,15/10/2025,510,3,1
CMP-00932,AREA-0005,Kedah,Alor Setar,5.791768,100.336233,5G,Poor,3/1/2026,Service Outage,5G,Submitted,5/10/2025,384,0,0
CMP-00933,AREA-0002,Sarawak,Miri,3.977803,110.572376,5G,Moderate,31/12/2025,Poor Coverage,4G,Submitted,27/11/2025,404,0,1
CMP-00934,AREA-0001,Penang,Seberang Perai,5.435803,100.466643,4G,Good,2/1/2026,Call Drop,Fiber,Submitted,12/10/2025,2870,2,0
CMP-00935,AREA-0022,Sabah,Sandakan,4.433105,116.473536,4G,Good,5/1/2026,No Connectivity,5G,Submitted,13/10/2025,517,4,0
CMP-00936,AREA-0045,Perak,Taiping,4.952186,101.260952,Fiber,Moderate,11/1/2026,Slow Speed,4G,Submitted,10/12/2025,475,3,0
CMP-00937,AREA-0012,Sarawak,Kuching,3.44737,111.814905,4G,Good,5/1/2026,Service Outage,5G,Resolved,26/11/2025,2000,5,0
CMP-00938,AREA-0090,Johor,Batu Pahat,1.259456,103.83786,5G,Poor,27/12/2025,Poor Coverage,5G,Submitted,30/9/2025,2756,5,1
CMP-00939,AREA-0001,Penang,Seberang Perai,5.208105,100.451791,4G,Good,2/1/2026,Service Outage,Fiber,In Progress,17/12/2025,1668,1,0
CMP-00940,AREA-0041,Perak,Ipoh,4.314073,101.255066,5G,Moderate,20/12/2025,No Connectivity,Fiber,Resolved,6/12/2025,1893,3,0
CMP-00941,AREA-0013,Pahang,Kuantan,3.303488,103.36395,5G,Poor,22/12/2025,Slow Speed,5G,Resolved,28/11/2025,2818,5,0
CMP-00942,AREA-0090,Johor,Batu Pahat,1.874643,102.797928,5G,Poor,27/12/2025,Poor Coverage,Fiber,Resolved,14/11/2025,1460,1,0
CMP-00943,AREA-0007,Sabah,Kota Kinabalu,4.77935,116.492736,4G,Good,17/12/2025,No Connectivity,4G,In Progress,3/9/2025,3094,4,0
CMP-00944,AREA-0014,Johor,Kulai,1.850226,103.202688,4G,Good,11/1/2026,Service Outage,4G,Submitted,5/12/2025,3044,1,1
CMP-00945,AREA-0000,Kedah,Sungai Petani,5.18886,100.322789,4G,Moderate,17/12/2025,No Connectivity,5G,Resolved,19/12/2025,2724,5,0
CMP-00946,AREA-0013,Pahang,Kuantan,3.932912,103.050201,5G,Poor,22/12/2025,Slow Speed,4G,Resolved,16/11/2025,713,2,0
CMP-00947,AREA-0021,Pahang,Temerloh,3.967533,103.592804,4G,Good,29/12/2025,Slow Speed,4G,In Progress,11/10/2025,3529,2,0
CMP-00948,AREA-0004,Johor,Johor Bahru,1.734186,103.558928,Fiber,Moderate,12/1/2026,No Connectivity,4G,In Progress,30/9/2025,82,2,0
CMP-00949,AREA-0000,Kedah,Sungai Petani,5.57378,100.386889,4G,Moderate,17/12/2025,Poor Coverage,5G,In Progress,11/12/2025,1168,5,0
CMP-00950,AREA-0041,Perak,Ipoh,4.075685,100.658581,5G,Moderate,20/12/2025,No Connectivity,Fiber,Resolved,19/10/2025,3156,2,0
CMP-00951,AREA-0003,Penang,George Town,5.441526,100.404996,Fiber,Good,4/1/2026,Poor Coverage,Fiber,Submitted,27/11/2025,3149,3,1
CMP-00952,AREA-0023,Selangor,Hulu Langat,3.249771,101.827433,4G,Good,26/12/2025,Service Outage,4G,In Progress,14/10/2025,2504,4,0
CMP-00953,AREA-0045,Perak,Taiping,4.488167,100.813814,Fiber,Moderate,11/1/2026,No Connectivity,5G,Submitted,25/11/2025,1901,1,0
CMP-00954,AREA-0001,Penang,Seberang Perai,5.396076,100.466178,4G,Good,2/1/2026,No Connectivity,Fiber,Submitted,24/11/2025,2048,1,0
CMP-00955,AREA-0045,Perak,Taiping,4.222548,101.401536,Fiber,Moderate,11/1/2026,Slow Speed,5G,In Progress,13/9/2025,50,5,1
CMP-00956,AREA-0041,Perak,Ipoh,4.321366,101.022295,5G,Moderate,20/12/2025,Call Drop,Fiber,In Progress,27/12/2025,684,2,0
CMP-00957,AREA-0013,Pahang,Kuantan,3.320144,102.796351,5G,Poor,22/12/2025,No Connectivity,5G,In Progress,5/12/2025,716,2,0
CMP-00958,AREA-0090,Johor,Batu Pahat,2.209678,103.783663,5G,Poor,27/12/2025,Service Outage,5G,Submitted,25/12/2025,1469,0,0
CMP-00959,AREA-0021,Pahang,Temerloh,3.954799,103.563545,4G,Good,29/12/2025,Call Drop,5G,Submitted,2/12/2025,448,4,0
CMP-00960,AREA-0005,Kedah,Alor Setar,5.596994,100.418037,5G,Poor,3/1/2026,No Connectivity,Fiber,Submitted,25/12/2025,880,3,0
CMP-00961,AREA-0023,Selangor,Hulu Langat,3.054957,101.853276,4G,Good,26/12/2025,No Connectivity,Fiber,Resolved,23/12/2025,487,1,0
CMP-00962,AREA-0002,Sarawak,Miri,3.564321,109.834545,5G,Moderate,31/12/2025,No Connectivity,4G,Resolved,9/9/2025,1823,0,0
CMP-00963,AREA-0041,Perak,Ipoh,4.253688,101.023726,5G,Moderate,20/12/2025,Service Outage,Fiber,Resolved,14/10/2025,2081,0,0
CMP-00964,AREA-0090,Johor,Batu Pahat,1.547433,102.356644,5G,Poor,27/12/2025,Service Outage,4G,Resolved,5/9/2025,3419,5,1
CMP-00965,AREA-0003,Penang,George Town,5.458781,100.244338,Fiber,Good,4/1/2026,Call Drop,Fiber,Submitted,14/11/2025,2142,1,1
CMP-00966,AREA-0021,Pahang,Temerloh,3.855736,102.85395,4G,Good,29/12/2025,Slow Speed,Fiber,In Progress,19/11/2025,3143,5,0
CMP-00967,AREA-0012,Sarawak,Kuching,1.932164,110.026976,4G,Good,5/1/2026,Service Outage,Fiber,Submitted,9/10/2025,1574,3,0
CMP-00968,AREA-0021,Pahang,Temerloh,3.447508,103.313349,4G,Good,29/12/2025,Poor Coverage,5G,Resolved,17/12/2025,2201,0,0
CMP-00969,AREA-0022,Sabah,Sandakan,4.065508,116.281008,4G,Good,5/1/2026,Poor Coverage,Fiber,In Progress,26/11/2025,249,0,0
CMP-00970,AREA-0001,Penang,Seberang Perai,5.371175,100.344711,4G,Good,2/1/2026,Call Drop,4G,Resolved,11/12/2025,673,4,0
CMP-00971,AREA-0000,Kedah,Sungai Petani,5.815443,100.499922,4G,Moderate,17/12/2025,Poor Coverage,5G,Resolved,3/11/2025,437,3,0
CMP-00972,AREA-0013,Pahang,Kuantan,3.873186,103.837137,5G,Poor,22/12/2025,Call Drop,4G,In Progress,18/11/2025,2165,0,0
CMP-00973,AREA-0000,Kedah,Sungai Petani,5.679291,100.432725,4G,Moderate,17/12/2025,Call Drop,Fiber,Resolved,4/9/2025,770,3,1
CMP-00974,AREA-0013,Pahang,Kuantan,3.917325,103.044246,5G,Poor,22/12/2025,Call Drop,5G,Resolved,10/12/2025,3377,1,0
CMP-00975,AREA-0003,Penang,George Town,5.277482,100.499033,Fiber,Good,4/1/2026,Service Outage,4G,In Progress,28/9/2025,267,2,0
CMP-00976,AREA-0012,Sarawak,Kuching,3.028845,112.369129,4G,Good,5/1/2026,Slow Speed,4G,Resolved,29/9/2025,1984,0,0
CMP-00977,AREA-0005,Kedah,Alor Setar,6.001031,100.31733,5G,Poor,3/1/2026,Service Outage,Fiber,Submitted,23/10/2025,1077,4,0
CMP-00978,AREA-0002,Sarawak,Miri,2.177073,109.798091,5G,Moderate,31/12/2025,Slow Speed,4G,Resolved,12/10/2025,235,1,0
CMP-00979,AREA-0021,Pahang,Temerloh,3.452067,103.37752,4G,Good,29/12/2025,Service Outage,5G,Resolved,30/10/2025,388,3,0
CMP-00980,AREA-0004,Johor,Johor Bahru,2.124047,103.595905,Fiber,Moderate,12/1/2026,Poor Coverage,4G,Resolved,1/12/2025,3037,5,0
CMP-00981,AREA-0090,Johor,Batu Pahat,1.570729,103.282125,5G,Poor,27/12/2025,Call Drop,5G,In Progress,26/12/2025,762,1,0
CMP-00982,AREA-0002,Sarawak,Miri,2.571314,110.344677,5G,Moderate,31/12/2025,Poor Coverage,5G,Submitted,25/10/2025,1848,0,0
CMP-00983,AREA-0002,Sarawak,Miri,1.54157,112.031905,5G,Moderate,31/12/2025,No Connectivity,4G,Submitted,23/11/2025,2448,3,0
CMP-00984,AREA-0007,Sabah,Kota Kinabalu,5.373821,115.695045,4G,Good,17/12/2025,Call Drop,5G,Resolved,27/12/2025,623,2,1
CMP-00985,AREA-0041,Perak,Ipoh,4.856798,100.75993,5G,Moderate,20/12/2025,Poor Coverage,4G,Resolved,10/9/2025,2814,1,1
CMP-00986,AREA-0041,Perak,Ipoh,4.766149,101.216747,5G,Moderate,20/12/2025,Call Drop,5G,Resolved,24/10/2025,3374,0,1
CMP-00987,AREA-0005,Kedah,Alor Setar,6.233643,100.393458,5G,Poor,3/1/2026,Slow Speed,Fiber,Resolved,24/11/2025,2966,4,0
CMP-00988,AREA-0021,Pahang,Temerloh,3.697541,102.932636,4G,Good,29/12/2025,No Connectivity,5G,In Progress,2/10/2025,3278,5,0
CMP-00989,AREA-0000,Kedah,Sungai Petani,5.058778,100.494077,4G,Moderate,17/12/2025,Call Drop,5G,In Progress,18/12/2025,1252,3,1
CMP-00990,AREA-0045,Perak,Taiping,4.824485,100.67607,Fiber,Moderate,11/1/2026,Call Drop,Fiber,In Progress,23/10/2025,2900,1,0
CMP-00991,AREA-0001,Penang,Seberang Perai,5.330655,100.375841,4G,Good,2/1/2026,Poor Coverage,4G,In Progress,15/10/2025,577,1,0
CMP-00992,AREA-0013,Pahang,Kuantan,3.824237,102.819274,5G,Poor,22/12/2025,No Connectivity,5G,Resolved,16/10/2025,2122,2,0
CMP-00993,AREA-0003,Penang,George Town,5.452439,100.245891,Fiber,Good,4/1/2026,Service Outage,4G,Resolved,13/11/2025,434,2,0
CMP-00994,AREA-0021,Pahang,Temerloh,3.788199,102.864933,4G,Good,29/12/2025,Call Drop,Fiber,Submitted,31/12/2025,2150,4,1
CMP-00995,AREA-0022,Sabah,Sandakan,4.12048,116.588477,4G,Good,5/1/2026,No Connectivity,Fiber,In Progress,27/10/2025,3493,5,0
CMP-00996,AREA-0014,Johor,Kulai,1.592044,103.53896,4G,Good,11/1/2026,No Connectivity,Fiber,Submitted,14/12/2025,763,4,0
CMP-00997,AREA-0041,Perak,Ipoh,4.824465,101.080134,5G,Moderate,20/12/2025,Poor Coverage,4G,Resolved,3/12/2025,2785,0,0
CMP-00998,AREA-0023,Selangor,Hulu Langat,3.047283,101.465257,4G,Good,26/12/2025,Call Drop,4G,Submitted,23/9/2025,2853,0,0
CMP-00999,AREA-0000,Kedah,Sungai Petani,6.457384,100.482074,4G,Moderate,17/12/2025,Service Outage,Fiber,In Progress,22/11/2025,1329,4,1
